healthcare_counselling,427,3
craft_bookbinder,428,3
shop_collector,429,3
tourism_aquarium,430,3
shop_money_lender,431,3
office_political_party,432,3
leisure_bandstand,433,3
amenity_training,434,3
office_moving_company,435,3
craft_photographic_laboratory,436,3
office_mortgage,437,3
craft_locksmith,438,3
shop_fishing,439,3
healthcare_rehabilitation,440,3
shop_livestock,441,3
amenity_nursing_home,442,3
natural_rock,443,3
landuse_village_green,444,3
historic_castle,445,3
landuse_transportation,446,3
sport_karting,447,3
club_theatre,448,2
historic_theatre,449,2
sport_racquet,450,2
sport_canoe,451,2
shop_grocery,452,2
shop_dry_cleaning;tailor,453,2
amenity_nail_salon,454,2
amenity_urgent_care,455,2
shop_pasta,456,2
shop_laundromat,457,2
shop_doors,458,2
shop_food,459,2
amenity_public_bath,460,2
shop_general,461,2
office_skill_share,462,2
craft_piano_tuner,463,2
leisure_social_club,464,2
shop_vintage,465,2
shop_hifi,466,2
tourism_sightseeing,467,2
man_made_drain,468,2
tourism_camp_site,469,2
amenity_disused,470,2
office_research,471,2
shop_spices,472,2
shop_lottery,473,2
shop_Medical Center,474,2
office_cooperative,475,2
craft_sculptor,476,2
club_history,477,2
office_marketing,478,2
club_sailing,479,2
craft_stonemason,480,2
craft_hvac,481,2
shop_photo_studio,482,2
amenity_supermarket,483,2
club_freemasonry,484,2
sport_fitness,485,2
shop_flooring,486,2
office_design,487,2
craft_builder,488,2
leisure_virtual_reality,489,2
healthcare_speech_therapist,490,2
shop_motorcycle_repair,491,2
sport_10pin,492,2
club_culture,493,2
healthcare_hospital,494,2
office_labour_union,495,2
leisure_amusement_arcade,496,2
leisure_karaoke,497,2
shop_farm,498,2
man_made_tank,499,2
shop_curtain,500,2
shop_wigs,501,2
sport_table_tennis,502,2
craft_shoe_repair,503,2
leisure_bird_hide,504,2
shop_tiles,505,2
craft_cabinet_maker,506,2
man_made_mast,507,2
parking_multi-storey,508,2
historic_church,509,2
historic_house,510,2
sport_handball,511,2
leisure_bocce,512,2
parking_surface,513,2
historic_wreck,514,2
man_made_pumping_station,515,2
sport_climbing_adventure,516,2
natural_shingle,517,2
man_made_courtyard,518,2
leisure_grass,519,2
historic_reservoir,520,1
amenity_research_institute,521,1
historic_place_of_worship,522,1
man_made_water_works,523,1
historic_aerodrome,524,1
sport_basketball,525,1
shop_homebrew,526,1
amenity_motorcycle_parking,527,1
shop_athletic,528,1
shop_creatures of comfort,529,1
shop_ice_cream,530,1
shop_pop-kläder,531,1
historic_railway_station,532,1
shop_storage_units,533,1
shop_photography,534,1
shop_mattress,535,1
shop_Shag Shop,536,1
shop_salon,537,1
shop_limo_service,538,1
amenity_shoe_repair,539,1
shop_discount,540,1
shop_laundry;dry_cleaning,541,1
shop_bra,542,1
craft_handicraft,543,1
amenity_salon,544,1
shop_nail_salon,545,1
shop_dry_cleaners;laundry,546,1
shop_home_goods,547,1
shop_Video Production,548,1
shop_printer,549,1
office_funeral_directors,550,1
office_psychiatrist,551,1
healthcare_pharmacy,552,1
shop_trophy,553,1
amenity_gambling,554,1
shop_prostetics,555,1
office_museum,556,1
shop_piano,557,1
shop_coffee_roasting,558,1
shop_general_stores,559,1
shop_farmers_market,560,1
amenity_gym,561,1
shop_Fabrication_Services,562,1
office_university,563,1
shop_handbags,564,1
shop_comics,565,1
craft_restaurant_equipment,566,1
shop_flower,567,1
amenity_personal_training,568,1
sport_pilates,569,1
club_boat,570,1
shop_outpost,571,1
shop_luggage_storage,572,1
man_made_sewer_grate,573,1
shop_organic,574,1
amenity_shower,575,1
landuse_Cruise ship dock,576,1
shop_weight_loss,577,1
landuse_manufacture,578,1
man_made_communications_tower,579,1
amenity_self_storage,580,1
man_made_satellite_dish,581,1
shop_moving,582,1
shop_psychic,583,1
shop_rental,584,1
amenity_clothing store,585,1
amenity_wifi;telephone;device_charging_station,586,1
amenity_ranger_station,587,1
shop_shredding_services,588,1
club_art,589,1
natural_land,590,1
historic_archaeological_site,591,1
healthcare_occupational_therapist,592,1
office_courier,593,1
man_made_torii,594,1
office_Film_Production_company,595,1
office_technology,596,1
club_automobile,597,1
shop_stationary,598,1
memorial_stone,599,1
amenity_payment_terminal,600,1
memorial_yes,601,1
historic_milestone,602,1
shop_games,603,1
sport_skateboard,604,1
club_charity,605,1
amenity_swingerclub,606,1
amenity_art_centre,607,1
shop_weapons,608,1
shop_web_design,609,1
office_translator,610,1
healthcare_blood_bank,611,1
craft_roofer,612,1
"historic_Saint_Nicholas_""Striver's_Row""_Historic_District_-_139th",613,1
club_music,614,1
natural_spring,615,1
club_computer,616,1
craft_floorer,617,1
shop_glaziery,618,1
shop_sunglasses,619,1
amenity_Statue,620,1
amenity_vehicle_inspection,621,1
shop_neon_signs,622,1
leisure_bowling,623,1
amenity_waste_transfer_station,624,1
historic_boundary_stone,625,1
leisure_tanning_salon,626,1
craft_sawmill,627,1
club_scout,628,1
shop_toys;hairdresser,629,1
craft_tiler,630,1
craft_carpet_layer,631,1
amenity_internet_cafe,632,1
club_religion,633,1
club_writing,634,1
shop_costume,635,1
office_waste_disposal,636,1
office_trade_union,637,1
office_money_transfer,638,1
sport_cycling,639,1
toilets_no,640,1
amenity_funeral_directors,641,1
shop_brewing_supplies,642,1
amenity_nail salon,643,1
sport_yoga,644,1
healthcare_insurance,645,1
office_activist,646,1
amenity_graphic_design,647,1
leisure_resort,648,1
craft_coffee_roaster,649,1
amenity_concert_hall,650,1
office_construction_company_office.,651,1
office_Productions_Company.,652,1
office_publisher,653,1
memorial_plaque,654,1
shop_coffee;tea,655,1
"craft_painting,_class,_wine,_bar,_private_party,_social",656,1
shop_wig,657,1
natural_cape,658,1
man_made_water_tap,659,1
man_made_street_cabinet,660,1
healthcare_physical_therapy,661,1
craft_signmaker,662,1
healthcare_dentist,663,1
office_military_recruitment,664,1
craft_shoemaker;jewelery;watch,665,1
amenity_bakery,666,1
amenity_post_depot,667,1
office_surveyor,668,1
craft_painter,669,1
craft_watchmaker,670,1
shop_knives,671,1
leisure_adult_gaming_centre,672,1
shop_tattoo_removal,673,1
amenity_karaoke_box,674,1
amenity_device_charging_station,675,1
office_engineer,676,1
healthcare_audiologist,677,1
amenity_smoking_area,678,1
craft_welding,679,1
bench_ni,680,1
healthcare_nutrition_counselling,681,1
shop_postal,682,1
shop_smoke,683,1
amenity_outdoor_seating,684,1
parking_customers,685,1
craft_tinsmith,686,1
amenity_photo-booth,687,1
amenity_tourism,688,1
landuse_farmyard,689,1
office_international_organization,690,1
landuse_conservation,691,1
landuse_abandoned,692,1
natural_garden,693,1
sport_equestrian,694,1
shop_lumber,695,1
amenity_car_service,696,1
shop_hgv,697,1
amenity_apartment_sales,698,1
amenity_slaughterhouse,699,1
shop_printer_ink,700,1
amenity_crematorium,701,1
craft_plastic,702,1
club_masonic,703,1
parking_rooftop,704,1
shop_auction,705,1
shop_Health and beauty shop,706,1
amenity_monastery,707,1
sport_tennis,708,1
amenity_stock_exchange,709,1
historic_city_gate,710,1
craft_winery,711,1
amenity_payment_centre,712,1
shop_hypermarket,713,1
historic_hospital,714,1
landuse_farm,715,1
tourism_caravan_site,716,1
amenity_museum,717,1
leisure_horse_riding,718,1
historic_neighbourhood,719,1
landuse_harbour,720,1
landuse_community garden,721,1
natural_heath,722,1
landuse_garden,723,1
amenity_yes,724,1
leisure_parking,725,1
historic_dry_dock,726,1
tourism_historic,727,1
historic_lighthouse,728,1
landuse_village_village,729,1
leisure_garden;outdoor_seating;park,730,1
natural_windthrow,731,1
